Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
COMPANY:  <| Alfatek |> was -- [ALFATEK INC]  {alfatek.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: S <| E |> R -- [3 E 69TH ST # 11B]  {alexrosenbergfineart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALEXIAN BROTHERS |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 10

COMPANY: the <| Toyota |> RAV4 -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> clothing -- [417 S WILLARD ST]  {alfredoswife.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 2016 <| Farmers |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

CONTACT: , <| Mike |> Wattis -- [MIKE MCGEE]  {alfrescolandscaping.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: to <| Algorithm |> ’ -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: afford <| ALFA |> the -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: MINI <| OLIVIA |> BAG -- [ALICE & OLIVIA INC]  {aliceandolivia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT:  <| Alex |> took -- [ALEX SAMUELS]  {alexav.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: and <| Dester |> for -- [DESTER CUMMINS]  {alfellowship.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS:  <| 17480 Dallas |> Parkway -- [17480 DALLAS PKWY # 213]  {alfordhomes.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: Residential <| Air Conditioning |> Sales -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

COMPANY: from <| Alfa |> today -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Farmers |> insurance -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: My <| Farmers |> account -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: the <| Farmers |> ® -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Alfred <| Angelo |> had -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Recreational <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: of <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: A <| Farmers |> ® -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: multiple <| Alicat |> instruments -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: = <| 3750 |> % -- [3750 JEFFERSON DAVIS HWY]  {alexandriatoyota.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: Waste <| Oil |>  -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Help <| Alfa |> in -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Air Conditioning |> Service -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: that <| Algorithm |> and -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> DOCTOR -- [4700 S SYRACUSE ST # 1050]  {alice1059.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: from <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Medical |> care -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 10

COMPANY:  <| Algorithm |> Hosted -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: Fifth <| Avenue |>  -- [1000 CONNECTICUT AVE NW # 603]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Alfa <| Transformer |> has -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfa |> and -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: and <| Alice |> is -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> for -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Millside <| Elementary |> ( -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: o <| Leadership |> Memphis -- [AMERICAN LEADERSHIP FORUM-NTNL]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Alex |> ' -- [ALEX 'S CATERING]  {alexscatering.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Pastor <| Ken |> and -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alice |> fulfilled -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Transformer |> Rewind -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Health <| Alexian Brothers |> Health -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY:  <| Alger Park |>  -- [ALGER PARK CHRISTIAN REFORMED]  {algerparkcrc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: , <| Alfa |> has -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alfa |> ® -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 20-point <| Air |> Conditioner -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> ' -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: | <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: general <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: My <| Farmers |> Redesign -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

ADDRESS: ' <| s |> vision -- [2108 E SOUTH BLVD]  {alfacompanies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: 7641 <| N |> Business -- [2045 N FORBES BLVD # 103]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: for <| Alicat |> Instruments -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: an <| Insurance |> Agent -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alicat |> Shanghai -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: antique <| street |> lamps -- [1238 SUTTER ST]  {alfalighting.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: using <| Alicat |> Flow -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: the <| Farmers |> Mobile -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: of <| Algorithm |> ’ -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: About <| Alfa |>  -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 43

COMPANY:  <| Alexian Brothers |> Child -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT:  <| STACEY |> FACE -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Alfa <| Transformer |> rewinds -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: » <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 6

COMPANY: of <| Alfa |> Insurance -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS:  <| 219 |> Gilder -- [219 GLIDER CIR]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| ALFA |> PM-1 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: the <| Ali Baba |> Menu -- [ALI BABA RESTAURANT & GAME CTR]  {alibabapizza.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: call <| Alicat |> at -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfa |> Insurance -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: at <| Alex |> ’ -- [ALEX 'S CATERING]  {alexscatering.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Hydraulic <| Oil |>  -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: , <| Mugetti |> , -- [ALICIA MUGETTI]  {aliciamugetti.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Delmonico <| Steak |> Only -- [ALEXUS STEAK HOUSE & TAVERN]  {alexussteakhouse.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 2013 <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 7

COMPANY:  <| Transformer |> Components -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Insurance |> Agent -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: an <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

ADDRESS: ' <| s |> Word.Â -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Contact <| Alfa |> Insurance -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

CONTACT: Benjamin <| Wood |>  -- [TONY L WOOD SR]  {algc.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| ALFA |> 625A -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT: at <| ALI |> we -- [YUSUF ALI]  {ali-service.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Insurance |> Discounts -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Health <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY:  <| Village |> Offices -- [ALGONQUIN VILLAGE HALL]  {algonquin.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> not -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| STACEY |> ANKLE -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 3

COMPANY: County <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Ring <| Box |>  -- [ALFA BOX CORP]  {alfabox.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alicia Air |> ' -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: general <| Alexian |> information -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: local <| Alfa |>  -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Ali Baba |> Pizza -- [ALI BABA RESTAURANT & GAME CTR]  {alibabapizza.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 5

COMPANY:  <| Harvest Hill |>  -- [HARVEST HILL RETIREMENT COMM]  {alicepeckday.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 12

COMPANY: the <| Alexza |> website -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Commercial <| Roofing |> , -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: from <| Alicat |> that -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Oak <| St. |> Fairbury -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: chose <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Church |> History -- [FIRST BAPTIST CHURCH]  {alexfbc.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: About <| Alfa |> | -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: by <| Algorithm |> . -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: - <| Alexza |> Pharmaceuticals -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: , <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Alexza |>  -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: At <| Algorithm |> , -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: Alfred <| Angelo |> ! -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Farmers |> ® -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 12

COMPANY: Custom <| Homes |> Dallas -- [ALFORD HOMES LLP]  {alfordhomes.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: of <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

CITY:  <| NEW |> LOWER -- [NEW YORK]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Grease <| Oil |>  -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: AMITA <| Health |> St. -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: local <| Farmers |> ® -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT: to <| Frank |> , -- [FRANK BULLARD]  {aliciagaragedoors.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alicat |> mass -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: ' <| s |> trusted -- [2108 E SOUTH BLVD]  {alfacompanies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: One <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: > <| Alexian Brothers |> Women -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: Algonquin <| Elementary |>  -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: on <| ALFA |> ’ -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Roofing |> Services -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: joined <| Algorithm |> as -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Browning <| Mazda |> Of -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Home <| Insurance |> FAQ -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: AMITA <| Health |> Alexian -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT: Mike <| Knabe |> now -- [TOM KNABE]  {algator.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: from <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: quality <| Toyota |> vehicles -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: is <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Life <| Insurance |>  -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: to <| Alicia Air |>  -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Farmers |> Friendly -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

CONTACT:  <| Bryan |> & -- [BRYAN ALEXANDER]  {alexfarm.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: your <| Alford |> Home -- [ALFORD HOMES LLP]  {alfordhomes.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: , <| Bill |> started -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Alfa <| Transformer |> contact -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |> ’ -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Alice |> has -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALEXZA |> PHARMACEUTICALS -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: Kimpton <| Alexis |> is -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> $ -- [4700 S SYRACUSE ST # 1050]  {alice1059.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Medical <| Clinic |>  -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: ARMY <| STACEY |> BELL -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: 1991 <| Alex |> opened -- [ALEX SAMUELS]  {alexav.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alexza |> has -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Middle <| East |> , -- [1001 E MEADOW CIR]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> dress -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Alexian Brothers |> mission -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT:  <| Karen |>  -- [KAREN CANTO]  {alextamping.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Call <| Alfa |> ® -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: at <| Advanced Logic |> because -- [ADVANCED LOGIC INDUSTRIES INC]  {ali-inc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: John <| Alexander |> ’ -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: of <| Alicat |> ’ -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Auto <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Insurance |> FAQ -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

CONTACT:  <| Bill |> had -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: , <| Alger |> gives -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Midwest <| Health |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alfred |> Music -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 40

COMPANY: Hills <| Fire |> Protection -- [ALGONQUIN FIRE DEPT]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: from <| St. |> Lawrence -- [1832 WRIGHT ST]  {alfalight.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alice |>  -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfred |> ' -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: services <| Mazda |> vehicles -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: coveted <| Toyota |> President -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: Doug <| S. |> – -- [724 S BON VIEW AVE]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: and <| Insurance |> Agency -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: of <| Fire |> Commission -- [ALGONQUIN FIRE DEPT]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

