Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
COMPANY:  <| All-City |> ' -- [ALL-CITY METAL INC]  {allcitymetal.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Seattle <| University |> . -- [600 UNIVERSITY ST # 2800]  {allegiantbusinessfinance.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Rangers <| Center |> Ice -- [37500 CENTER RIDGE RD]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ’ <| s |> essential -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Today <| Allbrite |> offers -- [ALLBRITE CAR CARE PRODUCTS]  {allbriteusa.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: PRIMARY <| CARE |> PHYSICIAN -- [ALL CARE]  {allcareipa.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Your <| Disaster |> Becomes -- [ALL DISASTER SVC]  {alldisasters.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

ADDRESS: Larkin <| Ave |> . -- [2914 PHILLIP AVE]  {allbritten.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS:  <| West |> Virginia -- [5130 W 161ST ST]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| All Area |> Realty -- [ALL AREA PROPERTY MANAGEMENT]  {allareamgmt.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

CONTACT: Dr. <| Akins |> takes -- [MICHAEL AKINS]  {allcreaturesanimalhospital.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: valued <| ALL |> drivers -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: about <| Gail |> ' -- [GAIL FISHER]  {alldogsgym.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Commercial <| Roofing |>  -- [ALL AMERICAN ROOFING]  {allamericanrfg.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 15

COMPANY: TX <| All Brite |>  -- [ALL BRITE FLOORS INC]  {allbritefloors.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

CONTACT: Dr. <| Pasco |> , -- [W PASCO]  {allcreaturescarecottage.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: EXCELLENT <| CONSTRUCTION |> ! -- [ALL-COUNTY CONSTRUCTION]  {allcountyconstruction.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: ’ <| s |> see -- [1300 S PARK AVE]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Trusted <| Auto |> Mover -- [ALL AMERICAN AUTO TRANSPORT]  {allamericantransport.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Print |>  -- [ALLEGRA PRINT & IMAGING]  {allegraprint.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 23

COMPANY: At <| Allegra |> , -- [ALLEGRA PRINT & IMAGING]  {allegraprint.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Real Estate |> Websites -- [ALL AMERICAN REAL ESTATE CO]  {allamericanrealestate.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: — <| Print |>  -- [ALLEGRA PRINT & IMAGING]  {allegraaz.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

CONTACT: “ <| Greenberg |> is -- [ALLAN GREENBERG]  {allangreenberg.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: with <| Allegra |> : -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Criminal <| Law |> , -- [ALLEGAN LAW OFFICES]  {alleganlaw.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: CENTERLESS <| GRINDING |> ALONG -- [ALL DIAMETER GRINDING INC]  {alldiametergrinding.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ( <| s |> ) -- [820 S LEXINGTON AVE]  {alleghanymotors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: 4640 <| West 120th St |> . -- [5130 W 161ST ST]  {allcrane.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: with <| Allan Briteway |> working -- [ALLAN BRITEWAY ELEC CONTRACTOR]  {allanbriteway.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: And <| Covers |>  -- [ALL BOOK COVERS INC]  {allbookcovers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: At <| Allegiant |> , -- [ALLEGIANT TECHNOLOGY]  {allegianttechnology.com} REASON:ONLY_ONE_WORD  Occurrence: 3

CITY: ALAMEDA <| PARK |> BATHHOUSE -- [ALLISON PARK]  {alleghenyinstallations.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT: Dr. <| Akins |> received -- [MICHAEL AKINS]  {allcreaturesanimalhospital.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: Reebok <| Center |> Ice -- [37500 CENTER RIDGE RD]  {allamericansportscenter.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 7

COMPANY:  <| Technology |> . -- [ALLEGIANT TECHNOLOGY]  {allegianttechnology.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Camera |>  -- [ALL SEASONS CAMERA]  {allcamera.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: HOLIDAY <| PARK |> ELEMENTARY -- [ALLISON PARK]  {alleghenyinstallations.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Commercial <| Insurance |>  -- [ALL DISCOUNT INSURANCE SVC]  {alldiscountins.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| ALL |> is -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: Hyland <| Ave. |> , -- [5421 NAVARRE AVE]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Print |> & -- [ALLEGRA PRINT & IMAGING]  {allegraaz.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 10

COMPANY: , <| Allegra |> is -- [ALLEGRA PRINT & IMAGING]  {allegraprint.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| ALL |> Aerials -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: Inc. <| All |> rights -- [ALL DIAMETER GRINDING INC]  {alldiametergrinding.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| CONSTRUCTION |> CONSULTATION -- [ALL-COUNTY CONSTRUCTION]  {allcountyconstruction.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: 3515 <| Sycamore School Rd |> . -- [3501 SYCAMORE SCHOOL RD # 125]  {alldeadpestcontrol.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 5

COMPANY:  <| Allegra |> | -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: ll <| American |> high -- [ALL AMERICAN SUPPLY]  {allamericansupply.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: on <| Chem-Dry |> ’ -- [ALL CLEAN CHEM-DRY]  {allcleanchemdry.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Print |>  -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 19

COMPANY:  <| Metals |>  -- [ALLEGHENY RODNEY METALS]  {alleghenytechnologies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Allegiant |> has -- [ALLEGIANT TECHNOLOGY]  {allegianttechnology.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: General <| Construction |> Company -- [ALL-COUNTY CONSTRUCTION]  {allcountyconstruction.com} REASON:ONLY_ONE_WORD  Occurrence: 2

CITY: All <| City |> proudly -- [LONG ISLAND CITY]  {allcitymetal.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| ALL |> moved -- [ALL CRANE RENTAL]  {allcrane.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Animal <| Rescue |>  -- [ALL ANIMALS RESCUE & TRNSPRTN]  {allanimalsrescue.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

CONTACT: Barbara <| Lynch |>  -- [FRANK LYNCH IV]  {allcaliforniabrokerage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: IPad <| Covers |>  -- [ALL BOOK COVERS INC]  {allbookcovers.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Allegra |> ’ -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

CONTACT: Karolyn <| Akins |> has -- [MICHAEL AKINS]  {allcreaturesanimalhospital.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Interstate <| Moving |>  -- [ALL CHICAGOLAND MOVING & STG]  {allchicagoland.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: 2016 <| Allchem |> , -- [ALLCHEM INC]  {allchem-inc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: CONTACT <| US |>  -- [270 US HIGHWAY 46]  {allanindustries.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 13

COMPANY: GOLD <| JEWELRY |> IN -- [ALLAN 'S JEWELRY & LOAN INC]  {allans.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: The <| Allegra |> Web-to-Print -- [ALLEGRA PRINT & IMAGING]  {allegraaz.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: gives <| Allegra |> the -- [ALLEGRA PRINT & IMAGING]  {allegra-arizona.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

